ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
CPB,false,true,false,true,false
CPRT,true,true,true,true,true
CPT,false,false,false,false,false
CRL,true,false,true,false,false
CRM,true,true,true,true,true
CSCO,false,false,true,false,false
CSGP,true,true,true,true,true
CSX,true,true,true,true,true
CTAS,true,true,true,true,true
CTRA,true,false,true,false,false
CTSH,false,false,false,false,false
CVS,true,true,true,true,true
CVX,true,false,true,false,false
D,false,false,false,false,false
DAL,false,false,false,false,false
DD,true,false,true,false,false
DE,false,true,false,true,false
DECK,false,true,false,true,true
DG,true,false,true,false,false
DGX,true,true,true,true,true
DHI,false,true,false,true,false
DHR,true,true,true,true,true
DIS,false,true,false,true,true
DLR,true,true,true,true,true
DLTR,true,true,true,true,true
DOC,false,false,false,false,false
DOV,false,false,false,false,false
DPZ,true,true,true,true,true
DRI,false,false,false,false,false
DTE,false,false,false,false,false
DUK,false,false,false,false,false
DVA,true,true,true,true,true
DVN,false,false,false,false,false
DXCM,true,false,true,false,false
EA,true,true,true,true,true
EBAY,true,true,true,true,true
ECL,false,false,false,false,false
ED,false,false,false,false,false
EFX,false,false,false,false,false
EG,false,true,true,true,true
EIX,true,false,true,false,false
EL,true,true,true,true,true
ELV,false,true,false,true,false
EMN,false,true,false,true,false
EMR,false,true,false,true,false
EOG,true,false,true,false,false
EQIX,true,false,true,false,false
EQR,false,false,false,false,false
EQT,false,true,true,true,true
ERIE,false,false,false,false,false
ES,false,false,false,false,false
ESS,false,false,false,false,false
ETN,false,false,false,false,false
ETR,false,true,false,true,false
EVRG,false,false,false,false,false
EW,true,true,true,true,true
EXC,false,false,false,false,false
EXPD,true,true,true,true,true
EXPE,true,false,true,false,false
EXR,false,true,false,true,false
F,false,true,true,true,true
FAST,true,true,true,true,true
FCX,false,false,false,false,false
FDS,false,true,false,true,false
FDX,false,true,true,true,true
FE,true,true,true,true,true
FFIV,true,true,true,true,true
FICO,false,false,false,false,false
FIS,false,false,false,false,false
FITB,false,false,false,false,false
FRT,false,false,true,false,false
FSLR,true,true,true,true,true
FTNT,true,true,true,true,true
GD,true,true,true,true,true
GE,false,true,false,true,true
GEN,true,true,true,true,true
GILD,true,true,true,true,true
GIS,false,true,false,true,false
GL,false,false,false,false,false
GLW,false,true,false,true,true
GOOG,true,true,true,true,true
GOOGL,true,true,true,true,true
GPC,true,false,true,false,false
GPN,false,false,false,false,false
GRMN,true,true,true,true,true
GS,false,false,false,false,false
GWW,true,true,true,true,true
HAL,false,false,true,false,false
HAS,true,true,true,true,true
HBAN,false,false,false,false,false
HD,true,false,true,false,false
HIG,true,false,true,false,false
HOLX,false,true,false,true,true
HON,false,false,false,false,false
HPQ,true,false,true,false,false
HRL,false,false,false,false,false
HSIC,false,false,false,false,false
HST,false,false,false,false,false
HSY,true,true,true,true,true
HUBB,true,true,true,true,true
HUM,false,true,false,true,false
IBM,false,true,false,true,false
ICE,true,false,true,false,false
IDXX,true,false,true,false,false
IEX,true,true,true,true,true
IFF,true,true,true,true,true
INCY,true,true,true,true,true
INTC,true,true,true,true,true
INTU,true,false,true,false,false
IP,false,false,false,false,false
IRM,true,true,true,true,true
ISRG,true,true,true,true,true
IT,true,false,true,false,false
ITW,false,true,false,true,false
IVZ,false,false,false,false,false
J,true,false,true,false,false
JBHT,true,true,true,true,true
JBL,true,false,true,false,false
JCI,true,false,true,false,false
JKHY,false,false,false,false,false
JNJ,false,false,false,false,false
JPM,false,false,false,false,false
KDP,true,false,true,false,false
KEY,false,false,false,false,false
KIM,false,true,false,true,true
KLAC,true,true,true,true,true
KMB,false,false,false,false,false
KMX,true,true,true,true,true
KO,false,false,false,false,false
KR,true,true,true,true,true
L,false,false,false,false,false
LDOS,true,true,true,true,true
LEN,true,true,true,true,true
LH,false,false,false,false,false
LHX,true,true,true,true,true
LII,false,true,false,true,true
LIN,true,false,true,false,false
LKQ,true,false,true,false,false
LLY,true,true,true,true,true
LMT,false,true,false,true,false
LNT,false,false,false,false,false
LOW,true,true,true,true,true
LRCX,false,true,false,true,false
LULU,true,false,true,false,false
LUV,false,false,false,false,false
LVS,true,false,true,false,false
LYV,true,false,true,false,false
MA,true,true,true,true,true
MAA,false,false,true,false,false
MAR,false,false,false,false,false
MAS,true,true,true,true,true
MCD,true,true,true,true,true
MCHP,true,false,true,false,false
MCK,true,true,true,true,true
MCO,false,false,false,false,false
MDLZ,true,true,true,true,true
MDT,true,true,true,true,true
MET,false,false,false,false,false
MGM,false,false,false,false,false
MHK,false,false,false,false,false
MKC,true,true,true,true,true
MKTX,true,true,true,true,true
MLM,true,true,true,true,true
MMC,false,false,false,false,false
MMM,true,true,true,true,true
MNST,true,false,true,false,false
MO,false,false,false,false,false
MOH,false,true,true,true,true
MOS,false,false,true,false,false
MPWR,false,true,false,true,false
MRK,false,true,true,true,true
MS,false,false,false,false,false
MSCI,true,false,true,false,false
MSFT,true,true,true,true,true
MSI,true,true,true,true,true
MTB,false,true,false,true,false
MTCH,true,false,true,false,false
MTD,false,true,false,true,false
MU,true,false,true,false,false
NDAQ,true,false,true,false,false
NDSN,true,false,true,false,true
NEE,false,true,true,true,true
NEM,false,true,false,true,false
NFLX,true,false,true,false,false
NI,false,false,false,false,false
NKE,true,false,true,false,false
NOC,false,false,false,false,false
NRG,false,true,false,true,false
NSC,false,true,false,true,false
NTAP,true,true,true,true,true
NTRS,false,false,false,false,false
NUE,true,true,true,true,true
NVDA,true,true,true,true,true
NVR,true,true,true,true,true
O,false,false,false,false,false
ODFL,false,true,false,true,false
OKE,false,false,false,false,false
OMC,true,true,true,true,true
ON,false,false,true,false,false
ORCL,false,true,false,true,false
ORLY,true,false,true,false,false
OXY,true,false,true,false,false
PAYX,false,true,false,true,false
PCAR,true,true,true,true,true
PCG,false,false,false,false,false
PEG,false,false,false,false,false
PEP,false,true,false,true,false
PFE,false,false,true,false,false
PFG,false,false,false,false,false
PG,false,true,false,true,false
PGR,false,false,false,false,false
PH,false,false,false,false,false
PHM,false,true,false,true,false
PKG,true,true,true,true,true
PLD,false,false,false,false,false
PM,false,false,false,false,false
PNC,false,false,false,false,false
PNR,false,true,false,true,true
PNW,false,false,true,false,false
PODD,true,true,true,true,true
POOL,true,true,true,true,true
PPG,false,false,false,false,false
PPL,false,false,false,false,false
PRU,false,false,false,false,false
PSA,true,true,true,true,true
PSKY,false,true,false,true,false
PTC,true,true,true,true,true
PWR,true,false,true,false,false
QCOM,false,true,false,true,false
RCL,false,false,false,false,false
REG,false,false,false,false,false
REGN,true,true,true,true,true
RF,false,true,false,true,false
RJF,false,false,false,false,false
RL,true,false,true,false,false
RMD,true,false,true,false,false
ROK,true,true,true,true,true
ROL,true,true,true,true,true
ROP,true,true,true,true,true
ROST,true,false,true,false,false
RSG,true,true,true,true,true
RTX,false,true,false,true,false
RVTY,false,true,false,true,false
SBAC,false,false,false,false,false
SBUX,true,false,true,false,false
SCHW,false,true,false,true,false
SHW,false,false,false,false,false
SJM,true,true,true,true,true
SLB,false,false,false,false,false
SMCI,false,false,false,false,false
SNA,true,false,true,false,false
SNPS,true,true,true,true,true
SO,false,false,false,false,false
SPG,false,false,false,false,false
SPGI,false,false,false,false,false
SRE,false,false,false,false,false
STE,true,true,true,true,true
STLD,true,true,true,true,true
STT,false,false,false,false,false
STX,true,true,true,true,true
STZ,false,false,false,false,false
SW,false,true,false,true,false
SWK,false,false,false,false,false
SWKS,true,true,true,true,true
SYK,false,true,false,true,false
SYY,false,false,false,false,false
T,false,true,false,true,false
TAP,true,true,true,true,true
TDG,false,false,false,false,false
TDY,true,false,true,false,false
TECH,true,true,true,true,true
TEL,false,false,true,false,false
TER,true,true,true,true,true
TFC,false,false,false,false,false
TGT,false,false,false,false,false
TJX,true,false,true,false,false
TKO,false,false,true,false,false
TMO,false,true,false,true,false
TMUS,true,true,true,true,true
TPL,false,false,true,false,false
TPR,true,true,true,true,true
TRMB,true,false,true,false,false
TROW,false,true,false,true,false
TRV,true,false,true,false,false
TSCO,false,true,true,true,true
TSN,true,true,true,true,true
TT,false,true,false,true,false
TTWO,true,true,true,true,true
TXN,false,true,false,true,true
TXT,true,false,true,false,false
TYL,true,true,true,true,true
UAL,false,false,true,false,false
UDR,false,false,false,false,false
UHS,false,true,false,true,false
ULTA,true,true,true,true,true
UNH,true,false,true,false,false
UNP,false,false,false,false,false
UPS,true,true,true,true,true
URI,true,true,true,true,true
USB,false,true,false,true,false
V,true,false,true,false,false
VLO,false,true,false,true,false
VMC,false,true,false,true,false
VRSK,true,true,true,true,true
VRSN,false,true,false,true,false
VRTX,true,true,true,true,true
VTR,true,false,true,false,false
VTRS,true,false,true,false,true
VZ,false,true,false,true,false
WAB,true,true,true,true,true
WAT,false,true,false,true,true
WBD,false,true,false,true,true
WDC,false,true,false,true,false
WEC,false,false,false,false,false
WELL,false,false,false,false,false
WFC,true,false,true,false,false
WM,true,true,true,true,true
WMB,false,false,false,false,false
WMT,true,false,true,false,false
WRB,false,false,true,false,false
WSM,true,true,true,true,true
WST,true,true,true,true,true
WTW,false,true,false,true,false
WY,false,true,false,true,false
WYNN,true,false,true,false,false
XEL,false,false,false,false,false
XOM,false,false,false,false,false
YUM,false,false,false,false,false
ZBH,true,true,true,true,true
ZBRA,true,true,true,true,true
