ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
CSGP,false,true,false,true,false
CSX,false,true,false,true,false
CTAS,true,true,true,true,true
CTRA,false,true,false,true,false
CTSH,true,true,true,true,true
CVS,false,true,false,true,true
CVX,false,true,false,true,false
D,false,true,false,true,false
DAL,false,true,false,true,false
DD,false,false,false,false,false
DE,false,true,false,true,false
DECK,false,true,false,true,false
DG,true,true,true,true,true
DGX,false,true,false,true,false
DHI,false,true,false,true,false
DHR,false,true,false,true,false
DIS,false,true,true,true,true
DLR,false,true,false,true,false
DLTR,true,true,true,true,true
DOC,false,false,false,false,false
DOV,false,true,false,true,false
DPZ,false,true,false,true,true
DRI,false,true,false,true,false
DTE,false,true,false,true,false
DUK,false,true,false,true,false
DVA,false,true,false,true,true
DVN,false,false,false,false,false
DXCM,false,true,false,true,false
EA,false,true,false,true,true
EBAY,true,true,true,true,true
ECL,false,false,false,false,false
ED,false,true,false,true,false
EFX,false,true,false,true,false
EG,false,true,false,true,false
EIX,false,true,false,true,false
EL,false,true,false,true,false
ELV,false,true,false,true,false
EMN,false,true,false,true,false
EMR,false,true,false,true,false
EOG,false,true,false,true,false
EQIX,false,true,true,true,true
EQR,false,true,false,true,false
EQT,false,true,false,true,false
ERIE,false,true,false,true,false
ES,false,true,false,true,false
ESS,false,true,false,true,false
ETN,false,true,false,true,false
ETR,false,true,false,true,false
EVRG,false,true,false,true,false
EW,true,true,true,true,true
EXC,false,true,false,true,false
EXPD,false,true,false,true,true
EXPE,true,true,true,true,true
EXR,false,true,false,true,false
F,true,true,true,true,true
FAST,true,true,true,true,true
FCX,false,true,false,true,false
FDS,false,true,false,true,false
FDX,false,true,false,true,false
FE,false,true,false,true,false
FFIV,true,true,true,true,true
FICO,false,false,false,false,false
FIS,false,true,false,true,false
FITB,false,true,false,true,false
FRT,false,true,false,true,false
FSLR,false,true,false,true,false
FTNT,false,true,false,true,false
GD,false,true,false,true,false
GE,false,true,false,true,false
GEN,true,true,true,true,true
GILD,false,true,false,true,false
GIS,false,true,false,true,false
GL,false,true,false,true,false
GLW,false,true,false,true,false
GOOG,false,true,false,true,false
GOOGL,false,true,true,true,true
GPC,false,true,false,true,false
GPN,false,true,false,true,false
GRMN,true,true,true,true,true
GS,false,true,false,true,false
GWW,false,true,false,true,false
HAL,false,true,false,true,false
HAS,false,true,false,true,false
HBAN,false,true,false,true,false
HD,false,true,false,true,true
HIG,false,true,false,true,false
HOLX,false,true,false,true,false
HON,false,true,false,true,false
HPQ,true,true,true,true,true
HRL,false,true,true,true,true
HSIC,false,true,false,true,true
HST,false,true,false,true,false
HSY,false,true,false,true,false
HUBB,false,true,false,true,false
HUM,false,true,false,true,false
IBM,true,true,true,true,true
ICE,false,true,false,true,false
IDXX,false,true,false,true,false
IEX,false,true,false,true,false
IFF,true,true,true,true,true
INCY,false,true,false,true,false
INTC,true,true,true,true,true
INTU,true,true,true,true,true
IP,false,true,false,true,false
IRM,true,true,true,true,true
ISRG,false,true,false,true,true
IT,true,false,true,false,false
ITW,false,true,false,true,false
IVZ,false,true,false,true,false
J,false,true,false,true,false
JBHT,false,true,false,true,false
JBL,true,true,true,true,true
JCI,false,true,false,true,false
JKHY,false,true,false,true,false
JNJ,false,true,false,true,false
JPM,false,true,false,true,false
KDP,false,true,false,true,false
KEY,true,true,true,true,true
KIM,false,true,false,true,false
KLAC,false,true,false,true,false
KMB,false,true,false,true,true
KMX,true,true,true,true,true
KO,false,true,false,true,false
KR,false,true,false,true,true
L,false,true,false,true,false
LDOS,true,true,true,true,true
LEN,false,true,false,true,false
LH,false,true,false,true,true
LHX,false,true,true,true,true
LII,false,true,false,true,false
LIN,false,false,false,false,false
LKQ,false,true,false,true,false
LLY,false,true,false,true,false
LMT,false,true,false,true,false
LNT,false,true,false,true,false
LOW,false,true,false,true,false
LRCX,false,true,false,false,false
LULU,false,true,false,true,false
LUV,false,false,false,false,false
LVS,false,true,false,true,false
LYV,false,false,false,false,false
MA,false,true,false,true,false
MAA,false,false,false,false,false
MAR,false,true,false,true,false
MAS,false,true,false,true,false
MCD,false,true,false,true,false
MCHP,false,true,false,true,false
MCK,false,true,false,true,false
MCO,false,true,false,true,false
MDLZ,false,true,false,true,false
MDT,false,true,false,true,false
MET,false,true,false,true,false
MGM,false,true,false,true,false
MHK,false,true,false,true,false
MKC,false,true,false,true,false
MKTX,true,true,true,true,true
MLM,false,true,false,true,false
MMC,false,true,false,true,false
MMM,true,true,true,true,true
MNST,true,true,true,true,true
MO,false,true,false,true,false
MOH,false,true,false,true,false
MOS,false,false,false,false,false
MPWR,false,true,false,true,false
MRK,false,true,false,true,false
MS,false,true,false,true,false
MSCI,false,true,false,true,false
MSFT,false,true,false,true,false
MSI,true,true,true,true,true
MTB,false,true,false,true,false
MTCH,true,true,true,true,true
MTD,false,true,false,true,false
MU,false,true,false,true,false
NDAQ,false,true,false,true,false
NDSN,true,true,true,true,true
NEE,false,true,false,true,false
NEM,false,true,false,true,false
NFLX,false,true,true,true,true
NI,false,true,false,true,false
NKE,true,false,true,false,false
NOC,false,true,false,true,false
NRG,false,true,false,true,false
NSC,false,true,false,true,false
NTAP,true,true,true,true,true
NTRS,false,true,false,true,false
NUE,false,true,false,true,false
NVDA,false,true,false,true,false
NVR,false,true,false,true,false
O,false,true,false,true,false
ODFL,false,true,false,true,false
OKE,false,false,false,false,false
OMC,false,true,false,true,false
ON,false,true,false,true,false
ORCL,false,true,false,true,false
ORLY,true,true,true,true,true
OXY,false,true,false,true,false
PAYX,false,true,false,true,false
PCAR,false,true,false,true,true
PCG,false,false,false,false,false
PEG,false,false,false,false,false
PEP,false,true,false,true,false
PFE,false,false,false,false,false
PFG,false,true,false,true,false
PG,false,true,false,true,false
PGR,false,true,false,true,false
PH,false,true,false,true,false
PHM,false,true,false,true,false
PKG,false,true,false,true,false
PLD,false,true,false,true,false
PM,false,true,false,true,false
PNC,false,true,false,true,false
PNR,false,true,false,true,false
PNW,false,false,false,false,false
PODD,false,true,false,true,true
POOL,false,true,false,true,false
PPG,false,true,false,true,false
PPL,false,true,false,true,false
PRU,false,true,false,true,false
PSA,false,true,false,true,true
PSKY,false,true,false,true,false
PTC,true,true,true,true,true
PWR,false,true,false,true,false
QCOM,false,true,false,true,false
RCL,false,true,false,true,false
REG,false,true,false,true,false
REGN,true,true,true,true,true
RF,true,true,true,true,true
RJF,false,true,false,true,false
RL,false,true,true,true,true
RMD,true,true,true,true,true
ROK,true,true,true,true,true
ROL,true,true,true,true,true
ROP,false,true,false,true,false
ROST,false,true,true,true,true
RSG,true,true,true,true,true
RTX,false,true,false,true,false
RVTY,false,true,false,true,false
SBAC,false,true,false,true,false
SBUX,false,true,false,true,false
SCHW,false,true,false,true,false
SHW,false,true,false,true,false
SJM,true,true,true,true,true
SLB,false,true,false,true,false
SMCI,false,true,false,true,false
SNA,false,true,false,true,true
SNPS,false,true,false,true,false
SO,false,true,false,true,false
SPG,false,true,false,true,false
SPGI,false,false,false,false,false
SRE,false,true,false,true,false
STE,false,true,false,true,false
STLD,false,true,false,true,false
STT,false,true,false,true,false
STX,true,true,true,true,true
STZ,false,true,false,true,false
SW,false,false,false,false,false
SWK,false,false,false,false,false
SWKS,false,true,false,true,false
SYK,false,true,false,true,false
SYY,false,true,false,true,false
T,false,true,false,true,false
TAP,true,true,true,true,true
TDG,false,true,false,true,false
TDY,false,true,false,true,false
TECH,false,true,false,true,false
TEL,false,true,false,true,false
TER,true,true,true,true,true
TFC,false,true,false,true,false
TGT,false,true,false,true,false
TJX,false,false,false,false,false
TKO,false,true,false,true,false
TMO,false,true,false,true,false
TMUS,false,true,false,true,true
TPL,false,true,false,true,false
TPR,true,true,true,true,true
TRMB,true,false,true,false,false
TROW,false,true,false,true,false
TRV,false,true,false,true,false
TSCO,false,true,false,true,false
TSN,true,true,true,true,true
TT,false,true,false,true,false
TTWO,false,true,false,true,false
TXN,false,true,false,true,false
TXT,true,false,true,false,false
TYL,true,true,true,true,true
UAL,false,true,false,true,true
UDR,false,true,false,true,false
UHS,false,true,false,true,false
ULTA,true,true,true,true,true
UNH,false,true,false,true,false
UNP,false,true,false,true,false
UPS,true,true,true,true,true
URI,false,true,false,true,false
USB,false,true,false,true,false
V,false,true,false,true,false
VLO,false,true,false,true,false
VMC,false,true,false,true,false
VRSK,false,true,false,true,false
VRSN,false,true,false,true,false
VRTX,false,true,false,true,false
VTR,false,false,false,false,false
VTRS,false,true,false,true,true
VZ,false,true,false,true,false
WAB,false,true,false,true,false
WAT,false,true,false,true,false
WBD,false,true,false,true,false
WDC,false,true,false,true,false
WEC,false,true,false,true,false
WELL,false,false,false,false,false
WFC,false,true,false,true,false
WM,true,true,true,true,true
WMB,false,false,false,false,false
WMT,true,true,true,true,true
WRB,false,true,false,true,false
WSM,true,true,true,true,true
WST,true,true,true,true,true
WTW,false,true,false,true,false
WY,false,true,false,true,false
WYNN,false,true,false,true,true
XEL,false,true,false,true,false
XOM,false,true,false,true,false
YUM,true,true,true,true,true
ZBH,true,true,true,true,true
ZBRA,false,true,false,true,false
