ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
OMC,false,false,false,false,false
ON,false,false,false,false,false
ORCL,false,true,false,true,false
ORLY,true,false,true,false,false
OXY,true,false,true,false,false
PAYX,true,true,true,true,true
PCAR,true,true,true,true,true
PCG,true,false,true,false,false
PEG,false,false,false,false,false
PEP,false,true,false,true,false
PFE,false,false,false,false,false
PFG,false,false,false,false,false
PG,false,true,false,true,true
PGR,false,true,false,true,true
PH,false,false,false,false,false
PHM,true,true,true,true,true
PKG,true,true,true,true,true
PLD,false,false,false,false,false
PM,false,false,false,false,false
PNC,false,false,false,false,false
PNR,true,true,true,true,true
PNW,true,false,true,false,false
PODD,true,true,true,true,true
POOL,false,true,false,true,false
PPG,false,true,false,true,false
PPL,false,true,false,true,false
PRU,true,false,true,false,false
PSA,true,true,true,true,true
PSKY,false,true,false,true,true
PTC,true,true,true,true,true
PWR,true,false,true,false,false
QCOM,false,true,false,true,true
RCL,false,false,false,false,false
REG,true,false,true,false,false
REGN,true,true,true,true,true
RF,true,false,true,false,false
RJF,false,false,false,false,false
RL,true,false,true,false,false
RMD,true,true,true,true,true
ROK,true,true,true,true,true
ROL,true,false,true,false,false
ROP,true,true,true,true,true
ROST,true,true,true,true,true
RSG,true,true,true,true,true
RTX,false,true,false,true,false
RVTY,false,false,false,false,false
SBAC,true,false,true,false,false
SBUX,false,false,false,false,false
SCHW,false,false,false,false,false
SHW,false,true,false,true,false
SJM,true,true,true,true,true
SLB,false,false,false,false,false
SMCI,false,true,true,true,true
SNA,true,false,true,false,false
SNPS,true,true,true,true,true
SO,false,false,false,false,false
SPG,true,true,true,true,true
SPGI,false,false,false,false,false
SRE,false,false,false,false,false
STE,true,true,true,true,true
STLD,true,true,true,true,true
STT,false,false,false,false,false
STX,true,true,true,true,true
STZ,true,true,true,true,true
SW,true,true,true,true,true
SWK,false,false,false,false,false
SWKS,false,false,false,false,false
SYK,false,false,false,false,false
SYY,true,true,true,true,true
T,true,true,true,true,true
TAP,true,true,true,true,true
TDG,false,false,false,false,false
TDY,true,false,true,false,false
TECH,true,true,true,true,true
TEL,false,false,false,false,false
TER,true,false,true,false,false
TFC,false,false,true,false,false
TGT,true,false,true,false,false
TJX,true,false,true,false,false
TKO,false,false,true,false,false
TMO,false,true,false,true,false
TMUS,true,true,true,true,true
TPL,true,false,true,false,false
TPR,true,true,true,true,true
TRMB,false,false,false,false,false
TROW,false,true,false,true,false
TRV,true,false,true,false,false
TSCO,true,false,true,false,false
TSN,true,true,true,true,true
TT,false,false,false,false,false
TTWO,true,true,true,true,true
TXN,true,true,true,true,true
TXT,true,false,true,false,false
TYL,false,true,false,true,true
UAL,false,false,false,false,false
UDR,true,false,true,false,false
UHS,true,true,true,true,true
ULTA,true,true,true,true,true
UNH,true,false,true,false,false
UNP,true,false,true,false,false
UPS,true,false,true,false,false
URI,false,true,true,true,true
USB,false,true,true,true,true
V,true,false,true,false,false
VLO,false,true,false,true,false
VMC,false,false,false,false,false
VRSK,false,true,true,true,true
VRSN,false,true,false,true,true
VRTX,false,false,false,false,false
VTR,true,false,true,false,false
VTRS,true,false,true,false,false
VZ,true,false,true,false,false
WAB,true,false,true,false,false
WAT,false,true,false,true,false
WBD,false,true,false,true,false
WDC,false,true,false,true,false
WEC,false,false,false,false,false
WELL,true,false,true,false,false
WFC,true,false,true,false,false
WM,true,false,true,false,false
WMB,false,false,false,false,false
WMT,true,false,true,false,false
WRB,false,true,false,true,false
WSM,true,true,true,true,true
WST,true,true,true,true,true
WTW,false,true,false,true,false
WY,false,false,false,false,false
WYNN,true,false,true,false,false
XEL,false,false,false,false,false
XOM,false,false,true,false,false
YUM,false,false,false,false,false
ZBH,true,true,true,true,true
ZBRA,false,true,false,true,false
