ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
MHK,false,true,false,true,false
MKC,false,true,false,true,false
MKTX,true,true,true,true,true
MLM,false,true,false,true,false
MMC,false,false,false,false,false
MMM,true,false,true,false,false
MNST,true,false,true,false,false
MO,false,true,false,true,true
MOH,true,true,true,true,true
MOS,true,false,true,false,false
MPWR,false,true,false,true,true
MRK,true,false,true,false,false
MS,false,false,false,false,false
MSCI,true,false,true,false,false
MSFT,false,false,false,false,false
MSI,false,false,true,false,false
MTB,false,true,false,true,false
MTCH,true,false,true,false,false
MTD,false,false,false,false,false
MU,true,false,true,false,false
NDAQ,true,false,true,false,false
NDSN,true,false,true,false,false
NEE,true,true,true,true,true
NEM,true,true,true,true,true
NFLX,true,true,true,true,true
NI,true,false,true,false,false
NKE,true,false,true,false,false
NOC,false,false,false,false,false
NRG,false,false,false,false,false
NSC,false,true,true,true,true
NTAP,false,false,false,false,false
NTRS,true,false,true,false,false
NUE,true,true,true,true,true
NVDA,false,true,true,true,true
NVR,false,true,true,true,true
O,false,false,false,false,false
ODFL,false,true,false,true,false
OKE,false,false,false,false,false
OMC,true,false,true,false,false
ON,false,false,false,false,false
ORCL,false,true,true,true,true
ORLY,false,false,false,false,false
OXY,true,false,true,false,false
PAYX,false,true,false,true,false
PCAR,false,false,true,false,false
PCG,true,false,true,false,false
PEG,false,false,false,false,false
PEP,true,false,true,false,false
PFE,false,false,false,false,false
PFG,false,false,false,false,false
PG,false,false,true,false,false
PGR,false,true,false,true,true
PH,false,false,false,false,false
PHM,true,true,true,true,true
PKG,true,false,true,false,false
PLD,false,false,false,false,false
PM,false,false,false,false,false
PNC,false,false,false,false,false
PNR,true,true,true,true,true
PNW,false,false,false,false,false
PODD,true,true,true,true,true
POOL,false,true,false,true,true
PPG,false,false,false,false,false
PPL,false,false,false,false,false
PRU,true,false,true,false,false
PSA,true,false,true,false,false
PSKY,false,false,false,false,false
PTC,true,true,true,true,true
PWR,true,false,true,false,false
QCOM,true,true,true,true,true
RCL,false,false,false,false,false
REG,true,false,true,false,false
REGN,false,true,false,true,false
RF,true,false,true,false,false
RJF,false,false,false,false,false
RL,false,false,false,false,false
RMD,true,true,true,true,true
ROK,true,false,true,false,false
ROL,true,false,true,false,false
ROP,true,true,true,true,true
ROST,true,true,true,true,true
RSG,true,true,true,true,true
RTX,false,true,false,true,false
RVTY,false,true,false,true,false
SBAC,true,false,true,false,false
SBUX,false,false,false,false,false
SCHW,false,false,false,false,false
SHW,false,true,false,true,false
SJM,false,true,false,true,true
SLB,false,false,false,false,false
SMCI,false,true,false,true,false
SNA,true,false,true,false,false
SNPS,true,true,true,true,true
SO,false,false,false,false,false
SPG,true,true,true,true,true
SPGI,false,false,false,false,false
SRE,true,false,true,false,false
STE,false,true,true,true,true
STLD,true,true,true,true,true
STT,false,false,false,false,false
STX,true,true,true,true,true
STZ,true,true,true,true,true
SW,true,true,true,true,true
SWK,false,false,false,false,false
SWKS,true,true,true,true,true
SYK,false,true,false,true,false
SYY,true,true,true,true,true
T,true,true,true,true,true
TAP,false,true,true,true,true
TDG,false,false,false,false,false
TDY,true,false,true,false,false
TECH,false,true,true,true,true
TEL,false,false,false,false,false
TER,true,false,true,false,false
TFC,false,false,false,false,false
TGT,true,true,true,true,true
TJX,true,false,true,false,false
TKO,true,false,true,false,false
TMO,false,true,false,true,false
TMUS,true,true,true,true,true
TPL,true,false,true,false,false
TPR,true,true,true,true,true
TRMB,false,false,true,false,false
TROW,false,false,false,false,false
TRV,true,false,true,false,false
TSCO,true,true,true,true,true
TSN,true,true,true,true,true
TT,false,false,false,false,false
TTWO,true,true,true,true,true
TXN,false,true,true,true,true
TXT,false,false,false,false,false
TYL,true,true,true,true,true
UAL,false,false,false,false,false
UDR,true,false,true,false,false
UHS,false,true,false,true,true
ULTA,true,true,true,true,true
UNH,false,false,false,false,false
UNP,false,false,true,false,false
UPS,true,true,true,true,true
URI,true,true,true,true,true
USB,true,true,true,true,true
V,true,false,true,false,false
VLO,false,true,false,true,false
VMC,false,false,false,false,false
VRSK,true,true,true,true,true
VRSN,false,true,false,true,true
VRTX,false,false,false,false,false
VTR,true,false,true,false,false
VTRS,true,false,true,false,false
VZ,false,false,true,false,false
WAB,false,false,false,false,false
WAT,false,true,true,true,true
WBD,false,true,false,true,false
WDC,false,true,false,true,false
WEC,false,false,false,false,false
WELL,true,false,true,false,false
WFC,true,false,true,false,false
WM,false,false,true,false,false
WMB,false,false,false,false,false
WMT,true,false,true,false,false
WRB,false,false,false,false,false
WSM,true,true,true,true,true
WST,false,true,true,true,true
WTW,false,true,false,true,false
WY,false,false,false,false,false
WYNN,true,false,true,false,false
XEL,false,false,false,false,false
XOM,false,false,false,false,false
YUM,false,false,true,false,false
ZBH,false,true,false,true,true
ZBRA,false,true,false,true,false
