ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
CF,false,true,false,true,false
CHD,false,true,false,true,false
CHRW,false,true,true,true,true
CHTR,true,true,true,true,true
CI,true,false,true,false,false
CINF,false,false,true,false,false
CL,true,false,true,false,false
CLX,true,true,true,true,true
CMCSA,false,true,false,true,false
CME,true,false,true,false,false
CMG,true,true,true,true,true
CMI,false,true,false,true,true
CMS,false,false,false,false,false
CNC,false,false,false,false,false
CNP,false,false,false,false,false
COF,false,false,false,false,false
COO,true,false,true,false,false
COP,false,false,false,false,false
COR,true,true,true,true,true
COST,false,false,true,false,false
CPB,false,false,true,false,false
CPRT,true,true,true,true,true
CPT,true,false,true,false,false
CRL,false,false,true,false,false
CRM,true,true,true,true,true
CSCO,false,false,false,false,false
CSGP,false,false,false,false,false
CSX,true,true,true,true,true
CTAS,false,false,false,false,false
CTRA,true,false,true,false,false
CTSH,false,false,false,false,false
CVS,true,true,true,true,true
CVX,true,false,true,false,false
D,false,false,false,false,false
DAL,false,false,false,false,false
DD,false,false,true,false,false
DE,true,true,true,true,true
DECK,true,true,true,true,true
DG,true,true,true,true,true
DGX,true,true,true,true,true
DHI,false,true,false,true,false
DHR,true,true,true,true,true
DIS,false,false,false,false,false
DLR,true,true,true,true,true
DLTR,true,false,true,false,false
DOC,false,false,false,false,false
DOV,true,false,true,false,false
DPZ,true,true,true,true,true
DRI,false,false,true,false,false
DTE,false,false,false,false,false
DUK,false,false,false,false,false
DVA,true,true,true,true,true
DVN,false,false,false,false,false
DXCM,false,false,false,false,false
EA,true,true,true,true,true
EBAY,true,true,true,true,true
ECL,true,false,true,false,false
ED,false,false,false,false,false
EFX,false,false,false,false,false
EG,true,false,true,false,false
EIX,true,false,true,false,false
EL,true,true,true,true,true
ELV,true,true,true,true,true
EMN,false,true,true,true,true
EMR,false,false,false,false,false
EOG,true,true,true,true,true
EQIX,true,false,true,false,false
EQR,true,false,true,false,false
EQT,true,true,true,true,true
ERIE,false,true,false,true,false
ES,false,false,false,false,false
ESS,true,false,true,false,false
ETN,false,false,true,false,false
ETR,false,false,false,false,false
EVRG,false,false,false,false,false
EW,false,true,false,true,false
EXC,true,false,true,false,false
EXPD,false,true,false,true,false
EXPE,true,false,true,false,false
EXR,true,false,true,false,false
F,true,true,true,true,true
FAST,true,true,true,true,true
FCX,false,false,false,false,false
FDS,false,false,false,false,false
FDX,true,true,true,true,true
FE,true,false,true,false,false
FFIV,true,true,true,true,true
FICO,false,false,false,false,false
FIS,false,false,false,false,false
FITB,false,false,false,false,false
FRT,true,false,true,false,false
FSLR,true,true,true,true,true
FTNT,false,true,false,true,false
GD,true,true,true,true,true
GE,false,false,false,false,false
GEN,true,true,true,true,true
GILD,false,true,false,true,true
GIS,true,true,true,true,true
GL,true,false,true,false,false
GLW,false,true,true,true,true
GOOG,false,true,false,true,true
GOOGL,true,false,true,false,false
GPC,true,false,true,false,false
GPN,false,false,false,false,false
GRMN,true,true,true,true,true
GS,false,false,true,false,false
GWW,true,true,true,true,true
HAL,true,false,true,false,false
HAS,true,true,true,true,true
HBAN,true,false,true,false,false
HD,true,false,true,false,false
HIG,true,true,true,true,true
HOLX,false,true,false,true,false
HON,true,false,true,false,false
HPQ,false,true,false,true,false
HRL,true,true,true,true,true
HSIC,true,false,true,false,false
HST,true,false,true,false,false
HSY,false,false,false,false,false
HUBB,false,false,false,false,false
HUM,false,true,false,true,false
IBM,false,true,true,true,true
ICE,true,false,true,false,false
IDXX,true,true,true,true,true
IEX,true,true,true,true,true
IFF,false,true,false,true,true
INCY,false,true,false,true,false
INTC,true,true,true,true,true
INTU,true,false,true,false,false
IP,false,false,true,false,false
IRM,false,true,false,true,true
ISRG,true,true,true,true,true
IT,false,false,false,false,false
ITW,false,false,false,false,false
IVZ,false,false,false,false,false
J,true,true,true,true,true
JBHT,true,true,true,true,true
JBL,true,false,true,false,false
JCI,false,false,false,false,false
JKHY,true,false,true,false,false
JNJ,true,true,true,true,true
JPM,false,false,false,false,false
KDP,true,false,true,false,false
KEY,false,false,false,false,false
KIM,true,true,true,true,true
KLAC,true,false,true,false,false
KMB,false,false,false,false,false
KMX,true,true,true,true,true
KO,false,false,false,false,false
KR,false,false,true,false,false
L,false,false,true,false,false
LDOS,true,false,true,false,false
LEN,true,true,true,true,true
LH,true,true,true,true,true
LHX,false,false,false,false,false
LII,false,true,false,true,false
LIN,true,false,true,false,false
LKQ,false,false,true,false,false
LLY,false,false,false,false,false
LMT,false,true,true,true,true
LNT,false,false,false,false,false
LOW,true,true,true,true,true
LRCX,true,false,true,false,false
LULU,true,true,true,true,true
LUV,false,false,false,false,false
LVS,true,false,true,false,false
LYV,true,false,true,false,false
MA,true,false,true,false,false
MAA,true,false,true,false,false
MAR,false,false,false,false,false
MAS,true,true,true,true,true
MCD,true,true,true,true,true
MCHP,false,false,false,false,false
MCK,true,true,true,true,true
MCO,false,false,false,false,false
MDLZ,true,false,true,false,false
MDT,true,true,true,true,true
MET,false,false,false,false,false
MGM,false,false,false,false,false
MHK,false,true,false,true,true
MKC,true,true,true,true,true
MKTX,true,true,true,true,true
MLM,true,true,true,true,true
MMC,true,false,true,false,false
MMM,true,true,true,true,true
MNST,true,false,true,false,false
MO,false,false,true,false,false
MOH,false,true,false,true,false
MOS,true,false,true,false,false
MPWR,true,true,true,true,true
MRK,true,true,true,true,true
MS,false,false,false,false,false
MSCI,true,false,true,false,false
MSFT,true,true,true,true,true
MSI,true,true,true,true,true
MTB,true,true,true,true,true
MTCH,true,false,true,false,false
MTD,true,false,true,false,false
MU,true,false,true,false,false
NDAQ,false,false,false,false,false
NDSN,true,false,true,false,false
NEE,false,false,true,false,false
NEM,true,true,true,true,true
NFLX,true,true,true,true,true
NI,false,false,true,false,false
NKE,false,false,true,false,false
NOC,false,false,false,false,false
NRG,false,false,false,false,false
NSC,false,false,false,false,false
NTAP,false,true,true,true,true
NTRS,false,false,false,false,false
NUE,true,true,true,true,true
NVDA,false,true,false,true,true
NVR,true,true,true,true,true
O,true,false,true,false,false
ODFL,true,true,true,true,true
OKE,false,false,true,false,false
OMC,false,false,false,false,false
ON,false,false,false,false,false
ORCL,true,true,true,true,true
ORLY,true,false,true,false,false
OXY,true,false,true,false,false
PAYX,false,true,false,true,false
PCAR,true,true,true,true,true
PCG,true,false,true,false,false
PEG,false,false,false,false,false
PEP,false,false,false,false,false
PFE,true,false,true,false,false
PFG,true,false,true,false,false
PG,true,true,true,true,true
PGR,true,true,true,true,true
PH,false,false,false,false,false
PHM,true,true,true,true,true
PKG,true,true,true,true,true
PLD,false,false,false,false,false
PM,true,true,true,true,true
PNC,false,false,false,false,false
PNR,true,true,true,true,true
PNW,true,false,true,false,false
PODD,true,true,true,true,true
POOL,true,true,true,true,true
PPG,true,true,true,true,true
PPL,false,false,false,false,false
PRU,false,false,false,false,false
PSA,true,true,true,true,true
PSKY,true,true,true,true,true
PTC,false,true,true,true,true
PWR,true,false,true,false,false
QCOM,true,true,true,true,true
RCL,false,false,false,false,false
REG,true,false,true,false,false
REGN,true,true,true,true,true
RF,false,false,false,false,false
RJF,false,false,false,false,false
RL,true,false,true,false,false
RMD,true,true,true,true,true
ROK,true,false,true,false,false
ROL,true,false,true,false,false
ROP,false,true,false,true,true
ROST,true,true,true,true,true
RSG,true,true,true,true,true
RTX,false,true,false,true,false
RVTY,true,false,true,false,false
SBAC,true,false,true,false,false
SBUX,false,false,false,false,false
SCHW,false,false,false,false,false
SHW,false,true,false,true,false
SJM,false,true,true,true,true
SLB,false,true,false,true,false
SMCI,false,true,false,true,false
SNA,true,false,true,false,false
SNPS,true,true,true,true,true
SO,false,false,true,false,false
SPG,true,true,true,true,true
SPGI,true,false,true,false,false
SRE,true,false,true,false,false
STE,true,true,true,true,true
STLD,true,true,true,true,true
STT,false,false,false,false,false
STX,true,true,true,true,true
STZ,true,false,true,false,false
SW,true,true,true,true,true
SWK,false,false,false,false,false
SWKS,false,true,false,true,false
SYK,false,false,false,false,false
SYY,false,false,false,false,false
T,false,false,false,false,false
TAP,true,true,true,true,true
TDG,false,false,false,false,false
TDY,true,false,true,false,false
TECH,true,true,true,true,true
TEL,false,false,false,false,false
TER,true,false,true,false,false
TFC,false,false,false,false,false
TGT,true,false,true,false,false
TJX,true,false,true,false,false
TKO,true,false,true,false,false
TMO,false,true,false,true,false
TMUS,true,true,true,true,true
TPL,false,false,false,false,false
TPR,true,true,true,true,true
TRMB,true,false,true,false,false
TROW,false,true,false,true,true
TRV,true,false,true,false,false
TSCO,true,true,true,true,true
TSN,true,true,true,true,true
TT,false,false,false,false,false
TTWO,true,true,true,true,true
TXN,true,true,true,true,true
TXT,false,false,true,false,false
TYL,true,true,true,true,true
UAL,false,false,false,false,false
UDR,true,false,true,false,false
UHS,true,true,true,true,true
ULTA,true,true,true,true,true
UNH,true,false,true,false,false
UNP,true,false,true,false,false
UPS,false,false,false,false,false
URI,true,true,true,true,true
USB,false,false,false,false,false
V,true,false,true,false,false
VLO,false,true,false,true,false
VMC,false,true,false,true,false
VRSK,false,true,false,true,false
VRSN,false,true,false,true,false
VRTX,false,false,false,false,false
VTR,true,false,true,false,false
VTRS,true,false,true,false,false
VZ,true,false,true,false,false
WAB,true,false,true,false,false
WAT,false,false,false,false,false
WBD,false,true,false,true,false
WDC,false,true,false,true,false
WEC,false,false,false,false,false
WELL,true,false,true,false,false
WFC,false,false,false,false,false
WM,true,false,true,false,false
WMB,false,false,false,false,false
WMT,false,false,true,false,false
WRB,false,false,false,false,false
WSM,true,true,true,true,true
WST,false,true,true,true,true
WTW,false,true,false,true,false
WY,false,false,true,false,false
WYNN,false,false,false,false,false
XEL,false,false,false,false,false
XOM,true,false,true,false,false
YUM,false,true,false,true,true
ZBH,true,true,true,true,true
ZBRA,false,true,false,true,false
