ticker,binomial_passed,independence_simple_passed,kupiec_passed,christoffersen_independence_passed,christoffersen_conditional_passed
EBAY,false,false,false,false,false
ECL,false,false,false,false,false
ED,false,false,false,false,false
EFX,false,false,false,false,false
EG,false,false,false,false,false
EIX,false,false,false,false,false
EL,false,false,false,false,false
ELV,false,false,false,false,false
EMN,false,false,false,false,false
EMR,false,false,false,false,false
EOG,false,false,false,false,false
EQIX,false,false,false,false,false
EQR,false,false,false,false,false
EQT,false,false,false,false,false
ERIE,false,false,false,false,false
ES,false,false,false,false,false
ESS,false,false,false,false,false
ETN,false,false,false,false,false
ETR,false,false,false,false,false
EVRG,false,false,false,false,false
EW,false,true,false,true,false
EXC,false,false,false,false,false
EXPD,false,false,false,false,false
EXPE,false,false,false,false,false
EXR,false,false,false,false,false
F,false,false,false,false,false
FAST,false,false,false,false,false
FCX,false,false,false,false,false
FDS,false,false,false,false,false
FDX,false,false,false,false,false
FE,false,false,false,false,false
FFIV,false,false,false,false,false
FICO,false,false,false,false,false
FIS,false,false,false,false,false
FITB,false,true,false,false,false
FRT,false,false,false,false,false
FSLR,false,false,false,false,false
FTNT,false,false,false,false,false
GD,false,false,false,false,false
GE,false,false,false,false,false
GEN,false,false,false,false,false
GILD,false,false,false,false,false
GIS,false,false,false,false,false
GL,false,false,false,false,false
GLW,false,false,false,false,false
GOOG,false,false,false,false,false
GOOGL,false,false,false,false,false
GPC,false,false,false,false,false
GPN,false,false,false,false,false
GRMN,false,false,false,false,false
GS,false,false,false,false,false
GWW,false,false,false,false,false
HAL,false,false,false,false,false
HAS,false,false,false,false,false
HBAN,false,true,false,true,false
HD,false,true,false,true,false
HIG,false,false,false,false,false
HOLX,false,false,false,false,false
HON,false,true,false,false,false
HPQ,false,false,false,false,false
HRL,false,false,false,false,false
HSIC,false,true,false,false,false
HST,false,false,false,false,false
HSY,false,false,false,false,false
HUBB,false,false,false,false,false
HUM,false,false,false,false,false
IBM,false,false,false,false,false
ICE,false,false,false,false,false
IDXX,false,false,false,false,false
IEX,false,false,false,false,false
IFF,false,false,false,false,false
INCY,false,false,false,false,false
INTC,false,false,false,false,false
INTU,false,false,false,false,false
IP,false,false,false,false,false
IRM,false,false,false,false,false
ISRG,false,false,false,false,false
IT,false,false,false,false,false
ITW,false,false,false,false,false
IVZ,false,false,false,false,false
J,false,false,false,false,false
JBHT,false,false,false,false,false
JBL,false,false,false,false,false
JCI,false,false,false,false,false
JKHY,false,false,false,false,false
JNJ,false,false,false,false,false
JPM,false,true,false,true,false
KDP,false,false,false,false,false
KEY,false,true,false,true,false
KIM,false,false,false,false,false
KLAC,false,false,false,false,false
KMB,false,false,false,false,false
KMX,false,false,false,false,false
KO,false,false,false,false,false
KR,false,false,false,false,false
L,false,false,false,false,false
LDOS,false,false,false,false,false
LEN,false,false,false,false,false
LH,false,false,false,false,false
LHX,false,false,false,false,false
LII,false,false,false,false,false
LIN,false,false,false,false,false
LKQ,false,false,false,false,false
LLY,false,false,false,false,false
LMT,false,false,false,false,false
LNT,false,false,false,false,false
LOW,false,false,false,false,false
LRCX,false,false,false,false,false
LULU,false,false,false,false,false
LUV,false,false,false,false,false
LVS,false,false,false,false,false
LYV,false,false,false,false,false
MA,false,false,false,false,false
MAA,false,false,false,false,false
MAR,false,false,false,false,false
MAS,false,false,false,false,false
MCD,false,false,false,false,false
MCHP,false,false,false,false,false
MCK,false,false,false,false,false
MCO,false,true,false,true,false
MDLZ,false,false,false,false,false
MDT,false,false,false,false,false
MET,false,false,false,false,false
MGM,false,false,false,false,false
MHK,false,false,false,false,false
MKC,false,false,false,false,false
MKTX,false,false,false,false,false
MLM,false,false,false,false,false
MMC,false,false,false,false,false
MMM,false,false,false,false,false
MNST,false,false,false,false,false
MO,false,false,false,false,false
MOH,false,false,false,false,false
MOS,false,false,false,false,false
MPWR,false,false,false,false,false
MRK,false,false,false,false,false
MS,false,false,false,false,false
MSCI,false,false,false,false,false
MSFT,false,false,false,false,false
MSI,false,false,false,false,false
MTB,false,false,false,false,false
MTCH,false,false,false,false,false
MTD,false,false,false,false,false
MU,false,false,false,false,false
NDAQ,false,false,false,false,false
NDSN,false,false,false,false,false
NEE,false,false,false,false,false
NEM,false,false,false,false,false
NFLX,false,false,false,false,false
NI,false,true,false,true,false
NKE,false,false,false,false,false
NOC,false,false,false,false,false
NRG,false,false,false,false,false
NSC,false,false,false,false,false
NTAP,false,false,false,false,false
NTRS,false,false,false,false,false
NUE,false,false,false,false,false
NVDA,false,false,false,false,false
NVR,false,false,false,false,false
O,false,false,false,false,false
ODFL,false,false,false,false,false
OKE,false,false,false,false,false
OMC,false,false,false,false,false
ON,false,false,false,false,false
ORCL,false,false,false,false,false
ORLY,false,false,false,false,false
OXY,false,false,false,false,false
PAYX,false,false,false,false,false
PCAR,false,false,false,false,false
PCG,false,false,false,false,false
PEG,false,false,false,false,false
PEP,false,false,false,false,false
PFE,false,false,false,false,false
PFG,false,false,false,false,false
PG,false,false,false,false,false
PGR,false,false,false,false,false
PH,false,false,false,false,false
PHM,false,false,false,false,false
PKG,false,false,false,false,false
PLD,false,true,false,true,false
PM,false,false,false,false,false
PNC,false,false,false,false,false
PNR,false,false,false,false,false
PNW,false,false,false,false,false
PODD,false,false,false,false,false
POOL,false,false,false,false,false
PPG,false,false,false,false,false
PPL,false,false,false,false,false
PRU,false,true,false,false,false
PSA,false,false,false,false,false
PSKY,false,false,false,false,false
PTC,false,false,false,false,false
PWR,false,false,false,false,false
QCOM,false,false,false,false,false
RCL,false,true,false,false,false
REG,false,false,false,false,false
REGN,false,false,false,false,false
RF,false,true,false,true,false
RJF,false,false,false,false,false
RL,false,false,false,false,false
RMD,false,false,false,false,false
ROK,false,false,false,false,false
ROL,false,false,false,false,false
ROP,false,false,false,false,false
ROST,false,false,false,false,false
RSG,false,false,false,false,false
RTX,false,false,false,false,false
RVTY,false,false,false,false,false
SBAC,false,false,false,false,false
SBUX,false,false,false,false,false
SCHW,false,false,false,false,false
SHW,false,false,false,false,false
SJM,false,false,false,false,false
SLB,false,false,false,false,false
SMCI,false,false,false,false,false
SNA,false,false,false,false,false
SNPS,false,false,false,false,false
SO,false,false,false,false,false
SPG,false,false,false,false,false
SPGI,false,false,false,false,false
SRE,false,false,false,false,false
STE,false,false,false,false,false
STLD,false,false,false,false,false
STT,false,true,false,true,false
STX,false,false,false,false,false
STZ,false,false,false,false,false
SW,false,false,false,false,false
SWK,false,false,false,false,false
SWKS,false,false,false,false,false
SYK,false,false,false,false,false
SYY,false,false,false,false,false
T,false,false,false,false,false
TAP,false,false,false,false,false
TDG,false,true,false,false,false
TDY,false,false,false,false,false
TECH,false,false,false,false,false
TEL,false,false,false,false,false
TER,false,false,false,false,false
TFC,false,true,false,true,false
TGT,false,false,false,false,false
TJX,false,false,false,false,false
TKO,false,false,false,false,false
TMO,false,false,false,false,false
TMUS,false,false,false,false,false
TPL,false,false,false,false,false
TPR,false,false,false,false,false
TRMB,false,false,false,false,false
TROW,false,false,false,false,false
TRV,false,false,false,false,false
TSCO,false,false,false,false,false
TSN,false,false,false,false,false
TT,false,false,false,false,false
TTWO,false,false,false,false,false
TXN,false,false,false,false,false
TXT,false,true,false,true,false
TYL,false,false,false,false,false
UAL,false,false,false,false,false
UDR,false,false,false,false,false
UHS,false,false,false,false,false
ULTA,false,false,false,false,false
UNH,false,false,false,false,false
UNP,false,false,false,false,false
UPS,false,false,false,false,false
URI,false,false,false,false,false
USB,false,false,false,false,false
V,false,false,false,false,false
VLO,false,false,false,false,false
VMC,false,false,false,false,false
VRSK,false,false,false,false,false
VRSN,false,false,false,false,false
VRTX,false,false,false,false,false
VTR,false,false,false,false,false
VTRS,false,false,false,false,false
VZ,false,false,false,false,false
WAB,false,false,false,false,false
WAT,false,false,false,false,false
WBD,false,false,false,false,false
WDC,false,false,false,false,false
WEC,false,false,false,false,false
WELL,false,false,false,false,false
WFC,false,false,false,false,false
WM,false,false,false,false,false
WMB,false,true,false,true,false
WMT,false,false,false,false,false
WRB,false,false,false,false,false
WSM,false,false,false,false,false
WST,false,false,false,false,false
WTW,false,false,false,false,false
WY,false,false,false,false,false
WYNN,false,false,false,false,false
XEL,false,false,false,false,false
XOM,false,false,false,false,false
YUM,false,false,false,false,false
ZBH,false,false,false,false,false
ZBRA,false,false,false,false,false
